Borough,Site Name,Site Address,Postcode,Type of Site,Grid ref easting,Grid ref northing,Open to Public,Opening times,Site Ref
Greenwich,St Luke's Churchyard,Charlton Church Lane/The Village,SE7 8UG,Churchyard,541450,177830,Yes,unrestricted. Church open Tues & Thurs 10-2,GRN053
Greenwich,St Mary's Gardens,"John Wilson Street/Greenlaw Street/Woolwich Church Street/St Mary Street, Woolwich",SE18,Public Gardens,543084,179103,Yes,9am - dusk,GRN054
Greenwich,"St Nicholas Churchyard, Deptford Green","Deptford Green/Stowage, Deptford",SE8,Churchyard,537400,177740,Yes,unrestricted. Church open Sun 9am - 12,GRN055
Greenwich,"St Nicholas Churchyard, Plumstead","St Nicholas Road/Church Manorway, Plumstead",SE18,Churchyard,545940,178480,Yes,unrestricted,GRN056
Greenwich,St Nicholas Gardens,"St Nicholas Road/Plumstead High Street/Church Manorway, Plumstead",SE18,Public Gardens,545940,178480,Yes,9am - dusk,GRN057
Greenwich,Sutcliffe Park and Harrow Meadow,"Eltham Road/Tudway Road, Eltham",SE9/SE3,Public Park,541110,174830,Yes,9am - dusk,GRN063
Greenwich,The Paragon,"The Paragon/South Row, Blackheath",SE3,Private Garden,540023,176420,No,"private, visible from South Row",GRN038
Greenwich,The Plantation,"Morden Road, Blackheath",SE3,Housing/Estate Landscaping,540460,176290,No,private,GRN039
Greenwich,The Priory,"Parksgate, Blackheath Park",SE3,Housing/Estate Landscaping,539860,175510,No,private,GRN043
Greenwich,The Tarn,"Court Road, New Eltham",SE9 5AQ,Public Park;,542783,173303,Yes,9am - dusk,GRN064
Greenwich,Trinity Hospital,"Highbridge, Greenwich",SE10 9PS,Private Garden,538840,178100,Occasionally,private; but tours of house/chapel/gardens open for Open House,GRN065
Greenwich,Vanbrugh Park,"Vanbrugh Park/Vanbrugh Park Road West, Woolwich (extends to Westcombe Park Road from Blackheath)",SE3,Housing/Estate Landscaping,539780,177340,Partially,"private, though unrestricted",GRN066
Greenwich,Well Hall Pleasaunce *,Well Hall Road,SE9 6SZ,Public Park,542512,175087,Yes,9am - dusk,GRN067
Greenwich,William Barefoot Gardens,Alliance Road,SE18,Public Gardens,546260,177340,Yes,9am - dusk,GRN068
Greenwich,Woodlands,"90 Mycenae Road, Blackheath",SE3 7SE,Institutional Grounds,540101,177605,Partially,School is private; contact Mycenae House Community Centre for access (020 8858 1749,GRN069
Greenwich,Woolwich Cemetery (Old and New),"Camdale Road/King's Highway, Plumstead",SE18 2DS,Cemetery,545762,177496,Yes,Daily: April-Sept 9am-7pm; October-March 9am-4pm,GRN070
Greenwich,Woolwich Common and Royal Artillery Barracks,"Repository Road/Green Hill/Ha-Ha Road/Academy Road/Stadium Road/Circular Way,  Woolwich Common",SE18 4DN,Public Open Land;,542839,177321,Partially,unrestricted public access only south of Ha-Ha Road. Rotunda no longer open but group visits may be arranged through Firepower (020 8781 3127),GRN071
Hackney,Abney Park Cemetery *,Stoke Newington High Street/Stoke Newington Church Street,N16 0LH,Cemetery,533360,186820,Yes,daily 8am-7pm (summer) - 4pm (winter); Visitor Centre open 9.30am-4.30pm Mon-Fri/some weekend opening depends on volunteers),HAC001
Hackney,Albion Parade,Albion Road/Clissold Crescent,N16,Public Gardens,532900,185920,Yes,unrestricted,HAC002
Hackney,Albion Square,Albion Square,E8 4ES,Garden Square;,533768,184066,Yes,"7.30am - dusk (summer 9.30pm, winter 4pm)",HAC003
Hackney,Allens Gardens,Bethune Road/Manor Road,N16 5BD,Public Gardens,533310,187230,Yes,"7.30am - dusk (summer 9.30pm, winter 4pm). Market Garden: Mondays 10am-4pm.",HAC004
Hackney,Aske Gardens,Pitfield Street/Buttesland Street,N1 6LE,Public Gardens,533000,182770,Yes,"7.30am - dusk (summer 9.30pm, winter 4pm).",HAC005
Hackney,Butterfield Green,Shakespeare Walk/Wordsworth Road,N16 8DD,Public Park,533180,185720,Yes,"7.30am - dusk (summer 9.30pm, winter 4pm).",HAC006
Hackney,Cassland Road Gardens,Cassland Road/Cassland Crescent,E9 7AL,Garden Square;,535585,184436,Yes,"7.30am - dusk (summer 9.30pm, winter 4pm).",HAC007
Hackney,Cathedral Church of the Good Shepherd,"Rookwood Road/Castlewood Road, Stamford Hill",N16 6SS,Churchyard,534060,187820,No,private,HAC008
Hackney,Charles Square,Charles Square,N1,Public Gardens,532968,182649,Yes,"7.30am - dusk (summer 9.30pm, winter 4pm).",HAC009
Hackney,Church Street Gardens,Stoke Newington Church Street/Spensley Walk,N16,Public Gardens,532820,186360,Yes,unrestricted,HAC010
Hackney,Clapton Common,"Clapton Common, Upper Clapton",E5 9AA,Public Open Land,534188,187563,Yes,unrestricted,HAC011
Hackney,Clapton Park,Daubeney Road,E9,Public Park,536264,185716,Yes,unrestricted,HAC012
Hackney,Clapton Pond,Lower Clapton Road/Newick Road,E5 0QA,Public Gardens,534938,185932,Yes,"7.30am - dusk (summer 9.30pm, winter 4pm).",HAC013
Hackney,Clapton Square Park,Clapton Place/Lower Clapton Road,E5 8HP,Garden Square;,535029,185369,Yes,"7.30am - dusk (summer 9.30pm, winter 4pm).",HAC014
Hackney,Clissold Park *,Stoke Newington Church Street/ Green Lanes/Greenway Close,N4 2EY,Public Park,532625,186452,Yes,7.30am - 9.30pm (summer) / 4.30pm (winter). Butterfly Tunnel Tue & Thu summer: 12.30-2-30pm. Paddling Pool Tue/Wed/Fri/Sat/Sun & Bhols 11am-7pm,HAC015
Hackney,Dalston Eastern Curve Garden,"13, Dalston Lane",E8 3DF,Public Gardens,533664,184870,Yes,11am - 7pm (Monday) - 10pm Tuesday-Sunday),HAC015a
Hackney,De Beauvoir Square,De Beauvoir Square,N1 4LG,Garden Square;,533331,184232,Yes,"7.30am - dusk (summer 9.30pm, winter 4pm).",HAC016
Hackney,Fassett Square,Fassett Square,E8 1DQ,Garden Square,534218,184870,Occasionally,"Has opened for OGSW. Otherwise private, for keyholders only",HAC017
Hackney,Geffrye Museum Gardens,Kingsland Road/Cremer Street,E2,Institutional Grounds;,533521,183169,Yes,"Walled herb garden and period gardens: April- Oct in Museum hours: Tue-Sat 10am-5pm, Sun/BHols: 12-5pm.",HAC018
Hackney,Goldsmith Square Recreation Ground,Goldsmith's Row/Teale Street,E8,Public Gardens,534380,183390,Yes,unrestricted,HAC019
Hackney,Hackney Downs,Downs Park Road/Downs Road/Queensdown Road,E5 8NP,Public Park,534508,185677,Yes,unrestricted,HAC020
Hackney,Hackney Marshes,Millfields Road/Daubeney Road/Homerton Road/Eastway,E9 5PF,Public Open Land,536668,185975,Yes,unrestricted in most areas (no access to Arena Field). Hackney Marshes Centre daily 8am-6pm,HAC021
Hackney,Hackney Road Recreation Ground,Hackney Road,E2,Public Gardens,533572,182855,Yes,unrestricted,HAC022
Hackney,Haggerston Park,Queensbridge Road/Whiston Road/Hackney Road/Audrey Street,E2 8QH,Public Park,534118,183340,Yes,"7.30am - dusk (summer 9.30pm, winter 4pm). Farm: Tues-Sun & BH 10am-4.30pm",HAC023
Hackney,Hoxton Square,Hoxton Square,N1,Garden Square;,533199,182724,Yes,"7.30am - dusk (summer 9.30pm, winter 4pm).",HAC024
Hackney,Hoxton Trust Community Garden,Hoxton Street/Stanway Street,N1 6RG,Public Gardens,533285,183280,Yes,Weekdays: 9am-6pm,HAC025
Hackney,Kenton Road Shrubbery,Kenton Road/Queen Anne Road/Valentine Road,E9,Garden Square,535654,184624,Yes,unrestricted,HAC026
Hackney,Lauriston Road Cemetery,Lauriston Road,E9 7HJ,Cemetery,535780,183860,By appointment only,"Open by appointment only, please contact: 020 8950 7767",HAC027
Hackney,London Fields,Richmond Road/Broadway Market,E8 3EU,Public Park,534601,184194,Yes,unrestricted,HAC028
Hackney,Mabley Green,Homerton Road/Mabley Street,E9,Public Park,536544,185162,Yes,unrestricted,HAC029
Hackney,Mare Street Triangle,Mare Street/Westgate Street,E8,Public Open Land,534830,183922,Yes,unrestricted,HAC030
Hackney,Mark Street Garden,Mark Street/Mark Square,EC2,Public Gardens,533070,182330,Yes,unrestricted,HAC031
Hackney,Middlesex Filter Beds Nature Reserve and WaterWorks Centre,"Waterworks Lane / Lammas Road (off Lea Bridge Road), Leyton",E10 7QB,Public Open Land,535910,186450,Yes,open daily 8am - 4pm (winter) / - 6.30pm (summer),HAC032
Hackney,Millfields Park,Leabridge Road/Chatsworth Road,E5 0AR,Public Park,535272,186453,Yes,unrestricted,HAC033
Hackney,"New River Company Filtration Works, including The Castle and Woodberry Wetlands","Green Lanes (near Allerton Road), Stoke Newington. Woodberry Wetlands: West & Coal House Entrance, New River Path via Lordship Road/East & New River Entrance: 1 Newnton Close",N4 2RH / N16 5HQ,Private Open Land;,532600,187310,Yes,New River Path unrestricted. Woodberry Wetlands: daily 9am-4.30pm .West Reservoir Centre:daily 9-5pm. The Castle Mon-Sat 9-7pm,HAC034
Hackney,Quaker Burial Ground,Yoakley Road,N16,Public Gardens,533112,186710,Yes,unrestricted,HAC036
Hackney,Regent's Canal (Hackney section),"Victoria Park, Mare Street, Broadway Market, Queensbridge Road, Kingsland Road, New North Road, Wharf Road",E8,Public Open Land,532150,183250,Yes,unrestricted,HAC036a
Hackney,Sanford Terrace,Rectory Road,N16,Public Open Land,533845,186537,Yes,unrestricted,HAC050
Hackney,Shacklewell Green and Shacklewell Lane Triangle,Shacklewell Lane/Cecilia Road,E5,Public Gardens,533753,185344,Yes,unrestricted,HAC051
Hackney,Shoreditch Park,Pitfield Street/Mintern Street/Bridport Place/New North Road,N1 6TA,Public Park,532840,183470,Yes,unrestricted,HAC052
Hackney,Springfield Park *,Springfield/Spring Hill,E5 9EF,Public Park,534614,187533,Yes,7.30am-4.30pm (winter)/9.30pm (summer). Café open daily 10am-6pm (summer season).,HAC053
Hackney,"St Barnabas Churchyard, Homerton",Homerton High Street/Brooksby's Walk,E9 6DL,Churchyard,535800,185140,Yes,unrestricted,HAC037
Hackney,St John of Jerusalem with Christ Church South Hackney Graveyard,Lauriston Road/Church Crescent,E9,Churchyard,535580,184200,Yes,unrestricted in parts; some parts behind railings.,HAC038
Hackney,St John's Churchyard Gardens,Lower Clapton Road/Mare Street,E5 0PD,Public Gardens;,535073,185145,Yes,unrestricted; church open Weds 10am-2pm. St Augustine's Tower open last Sunday of month 2-4.30pm,HAC039
Hackney,St John's Garden,"Pitfield Street/New North Road, Shoreditch",N16,Public Gardens,533020,183020,Yes,usually 5.30am-8.30pm; Church open 9am-5pm weekdays,HAC040
Hackney,St Joseph's Hospice Garden,"Mare Street, Hackney",E8 4SA,Institutional Grounds,534890,183770,Occasionally,"Has opened for OGSW, Open House and hospice events",HAC041
Hackney,St Leonard's Churchyard Garden,"Calvert Avenue/Hackney Road, Shoreditch",E1 6JN,Public Gardens,533485,182633,Yes,unrestricted. Church usually open 12-2pm Mon-Fri,HAC042
Hackney,St Mark's Churchyard,St Mark's Rise,E8 2NL,Churchyard,533829,185131,Partially,Churchyard garden is not publicly accessible. Church open daily.,HAC043
Hackney,"St Mary's Churchyard, Stoke Newington",Stoke Newington Church Street,N16,Churchyard,532879,186398,Yes,unrestricted,HAC044
Hackney,St Mary's Secret Garden,50 Pearson Street/Appleby Street,E2 8EL,Public Gardens,533670,183280,Occasionally,Open for plant sales Mon-Fri 9am-5pm,HAC045
Hackney,St Peter de Beauvoir Churchyard,De Beauvoir Road,N1 5AT,Churchyard,533230,184180,Yes,unrestricted (check church opening times),HAC046
Hackney,St Thomas's Burial Ground,St Thomas's Place/Well Street,E9,Public Gardens,535092,184276,Yes,"7.30am - dusk (summer 9.30pm, winter 4pm).",HAC047
Hackney,St Thomas's Recreation Ground,off Mare Street,E9,Public Gardens,535030,184302,Yes,"7.30am - dusk (summer 9.30pm, winter 4pm).",HAC048
Hackney,St Thomas's Square,"St Thomas's Square, Mare Street",E9,Garden Square;,535012,184370,Yes,"7.30am - dusk (summer 9.30pm, winter 4pm).",HAC049
Hackney,Stamford Hill Strips,"Amhurst Park, Stamford Hill",N16,Public Open Land,533654,187813,Yes,unrestricted,HAC054
Hackney,Stoke Newington Common,Stoke Newington Common/Northwold Road,N16 7DH,Public Open Land,533924,186584,Yes,unrestricted,HAC055
Hackney,Stonebridge Gardens,Haggerston Road/Mayfield Road/Lee Road,E8 4EP,Public Park,533640,184027,Yes,unrestricted,HAC056
Hackney,The Oval (Windsor Terrace),City Road/Windsor Terrace,N1,Garden Square,532350,182830,Yes,unrestricted,HAC035
Hackney,Town Hall Square,Mare Street,E8,Public Gardens,534926,184696,Yes,unrestricted,HAC057
Hackney,Well Street Common,Victoria Park Road/Gascoyne Road/Meynell Crescent Road/Lammas Road,E9 7AS,Public Park,535890,184290,Yes,unrestricted,HAC059
Hackney,West Hackney Recreation Ground,Manse Road/Evering Road,N16 7QA,Public Gardens,533735,185997,Yes,"7.30am - dusk (summer 9.30pm, winter 4pm).",HAC060
Hackney,Woodberry Down Estate,Lordship Road/Seven Sisters Road/Woodberry Down,N4,Housing/Estate Landscaping,532432,187473,Yes,(unrestricted),HAC061
Hammersmith & Fulham,245 Hammersmith Road,245 Hammersmith Road,W6 8PW,Private Garden,523619,178605,Yes,unrestricted to public areas,HAF000
Hammersmith & Fulham,"All Saints Churchyard, Fulham","Church Gate, Putney Bridge Approach",SW6 3LA,Churchyard,524290,175930,Yes,7.30am - dusk,HAF001
Hammersmith & Fulham,Aspen Gardens Estate,Aspen Gardens,W6,Housing/Estate Landscaping,522950,178450,No,garden for residents only,HAF002
Hammersmith & Fulham,Barons Court Garden Triangle,Barons Court Road/Barton Road/Palliser Road,W14,Housing/Estate Landscaping,524229,178244,No,private,HAF002a
Hammersmith & Fulham,Barons Keep,"Gliddon Road, Barons Court",W14 9AT,Housing/Estate Landscaping,524200,178430,Partially,Garden is visible from Gliddon Road,HAF003
Hammersmith & Fulham,Bayonne Road Estate,between Lillie Road and Greyhound Road,W6,Housing/Estate Landscaping,524010,177750,Yes,unrestricted,HAF004
Hammersmith & Fulham,Bishop's Park *,"Bishop's Avenue, Fulham",SW6 3LA,Public Park,524040,176210,Yes,7.30am - dusk,HAF005
Hammersmith & Fulham,Brompton Park,"Seagrave Road, Brompton Park Crescent Estate",SW6,Public Park,525550,177600,Yes,9am to around an hour before dusk,HAF006
Hammersmith & Fulham,Brook Green,"Brook Green/Shepherds Bush Road, Hammersmith",W6 7BX,Public Park,523613,178995,Yes,unrestricted,HAF007
Hammersmith & Fulham,Cathnor Park,"Leffern Road/Cathnor Road/Melina Road, Shepherds Bush",W12 9HY,Public Park,522500,179660,Yes,unrestricted,HAF008
Hammersmith & Fulham,Charing Cross Hospital,Fulham Palace Road,W6 8RF,Institutional Grounds,523710,177940,Yes,unrestricted to most areas,HAF009
Hammersmith & Fulham,Chelsea Harbour,"Lots Road, Chelsea Harbour",SW10 0XE,Private Open Land,526380,176750,Yes,"unrestricted to most of the site, but some designated Residents Only.",HAF010
Hammersmith & Fulham,Cleverly Estate,"Sawley Road/Wormholt Road, Shepherds Bush",W12 0LX,Housing/Estate Landscaping,522060,180440,Yes,private but access to public areas is unrestricted,HAF011
Hammersmith & Fulham,Edward Woods Estate,Queensdale Crescent,W11 4TG,Housing/Estate Landscaping,523820,180270,Yes,unrestricted,HAF012
Hammersmith & Fulham,Eel Brook Common,"New King's Road, Walham Green",SW6,Public Park,525436,176849,Yes,unrestricted,HAF013
Hammersmith & Fulham,Emery Walker's House,"7, Hammersmith Terrace, Chiswick Mall, Hammersmith",W6 9TS,Private Garden,522120,178210,Yes,"Open for pre-booked tours on Thursdays, Fridays and Saturdays between April-September (020 8741 4104). Has opened for OGSW",HAF013a
Hammersmith & Fulham,Frank Banfield Park,"Fulham Palace Road, Distillery Place, Hammersmith",W6,Public Park,523420,178070,Yes,Mon-Fri 8am-dusk; Sat/Sun/Bank Holidays 9am-dusk,HAF014
Hammersmith & Fulham,Friends Meeting House Garden,20 Nigel Playfair Avenue,W6 9JY,Private Garden,522610,178430,Partially,"accessible when Meeting House is in use, and visible from the road",HAF015
Hammersmith & Fulham,Fulham Palace Gardens *,"Bishop's Avenue, Fulham",SW6 6EA,Public Gardens,524040,176210,Yes,7.30am - dusk. Museum: Mar-Oct Wed-Sun 2-5pm; Nov-Feb: Thur-Sun 1-4pm. BH Mons 1-4pm,HAF016
Hammersmith & Fulham,Fulham Palace Meadows Allotments,"Entrance from Fulham Palace, off Bishops Avenue",SW6 6EA,Private Open Land,524170,176210,Occasionally,private,HAF016a
Hammersmith & Fulham,Fulham Palace Road Cemetery,Fulham Palace Road,SW6 6UB,Cemetery,523943,177208,Yes,opens Mon-Sat 9am; Sun 10am; closes 4pm (Nov - Jan); 5pm (Oct/Feb); 6pm (Mar/Sep); 7pm (Aug/Apr); 8pm (May - Jul). Xmas Day 10am-3pm,HAF017
Hammersmith & Fulham,Furnival Gardens,"Mall Road,/Rutland Grove, Hammersmith",W6,Public Park,522780,178330,Yes,unrestricted,HAF018
Hammersmith & Fulham,Godolphin Road Community Garden,Godolphin Road/St Stephen's Avenue,W12,Public Gardens,522793,179774,Yes,unrestricted,HAF019
Hammersmith & Fulham,Grand Union Canal (Hammersmith section),"Access from Old Oak Lane, Scrubs Lane",NW10,Public Open Land,521517,182542,Yes,unrestricted,HAF020
Hammersmith & Fulham,Gwendwr Gardens,Gwendwr Road,W14,Public Gardens,524466,178452,Yes,7.30am - dusk,HAF021
Hammersmith & Fulham,Hammersmith Estate including Sunken Garden,Fulham Palace Road,W6 9PG,Housing/Estate Landscaping,523330,178210,Partially,"private, but unrestricted access to communal area",HAF021a
Hammersmith & Fulham,Hammersmith Flyover,Great West Road,W6,Public Open Land,523825,178360,Partially,"No access to central area, but roadside areas unfenced",HAF022
Hammersmith & Fulham,Hammersmith Park,"South Africa Road/Frithville Gardens, White City",W12,Public Park,523050,180530,Yes,7.30am - dusk,HAF023
Hammersmith & Fulham,Holy Innocents Churchyard,Paddenswick  Road,W6 0UB,Churchyard,522600,179060,Yes,unrestricted,HAF025
Hammersmith & Fulham,Hurlingham Club Grounds,"Ranelagh Gardens, Fulham",SW6 3PR,Private Open Land,175723,175723,Occasionally,"has opened for Open House. Otherwise private, Hurlingham Club Members only.",HAF026
Hammersmith & Fulham,Hurlingham Park,"Hurlingham Road, Fulham",SW6,Public Park,524970,175990,Yes,7.30am - dusk,HAF027
Hammersmith & Fulham,Imperial Square,Imperial Square/Emden Street,SW6,Garden Square;,525863,176825,Yes,unrestricted,HAF028
Hammersmith & Fulham,John Betts House,Goldhawk Road / Rylett Road,W12 9NJ,Housing/Estate Landscaping;,522010,179250,Occasionally,Has opened for Open Garden Squares Weekend,HAF028a
Hammersmith & Fulham,Kelmscott House Garden,"26 Upper Mall, Hammersmith",W6 9TA,Private Garden,522590,178360,Yes,Thursday and Saturday 2-5pm. Has opened for London Open House and OGSW,HAF029
Hammersmith & Fulham,Kensal Green Cemetery *,Harrow Road,W10 4RA,Cemetery,523195,182532,Yes,Weekdays: 9am - 5pm (1/10-31/3) or 6pm (1/4-30/9); Suns: 10 am - 5pm (1/10-31/3) or 6pm (1/4-30/9); BHols: 10am-1.30pm,HAF030
Hammersmith & Fulham,Lady Margaret School,Parson's Green,SW6 4UN,Institutional Grounds,525160,176570,Occasionally,"private. Limited access, access only during fund raising events",HAF031
Hammersmith & Fulham,Lillie Road Recreation Ground,"Lillie Road, Fulham",SW6,Public Park,523882,177460,Yes,7.30am - dusk,HAF032
Hammersmith & Fulham,Little Wormwood Scrubs,Dalgarno Gardens,NW10,Public Park,522990,181980,Yes,7.30am - dusk (but not much to stop 24hr access),HAF033
Hammersmith & Fulham,Loris Road Community Garden,Loris Road,W6,Housing/Estate Landscaping,523390,179300,Yes,unrestricted,HAF034
Hammersmith & Fulham,Marcus Garvey Park,Avonmore Road/North End Road,W14,Public Park,524400,178810,Yes,unrestricted,HAF035
Hammersmith & Fulham,Margravine Cemetery,"Margravine Road, Barons Court",W6 8HA,Cemetery,523990,178160,Yes,opens Mon-Sat 9am; Sun 10am; closes 4pm (Nov - Jan); 5pm (Oct/Feb); 6pm (Mar/Sep); 7pm (Aug/Apr); 8pm (May - Jul). Xmas Day 10am-3pm,HAF036
Hammersmith & Fulham,Maxwell Road Play Area,"Maxwell  Road, Fulham Broadway",SW6,Public Gardens,525767,177157,Yes,unrestricted,HAF037
Hammersmith & Fulham,Normand Park,Lillie Road/Normand Road,W14 9PA,Public Park,524600,177720,Yes,7.30am - dusk,HAF038
Hammersmith & Fulham,North End House,Fitzjames Avenue,W14,Housing/Estate Landscaping;,524400,178630,By appointment only,"Private with security guard, ask permission.",HAF039
